id,timestamp,category,amount
,2026-08-27 00:59:40,ELECTRONICS,100.50
TXN-ERR-2,2026-08-27 00:59:40
TXN-ERR-3,2026-08-27 00:59:40
,2026-08-27 00:59:40,ELECTRONICS,100.50
TXN-ERR-5,2026-08-27 00:59:40,CLOTHING,-99.99
,2026-08-27 00:59:40,AUTOMOTIVE,100.50
TXN-ERR-7,2026-08-27 00:59:40,HOME,-99.99
TXN-ERR-8,invalid-date-format,CLOTHING,250.00
TXN-ERR-9,invalid-date-format,GROCERY,250.00
TXN-ERR-10,invalid-date-format,AUTOMOTIVE,250.00
,2026-08-27 00:59:40,HOME,100.50
,2026-08-27 00:59:40,GROCERY,100.50
TXN-ERR-13,2026-08-27 00:59:40,CLOTHING,-99.99
TXN-ERR-14,2026-08-27 00:59:40,CLOTHING,-99.99
TXN-ERR-15,2026-08-27 00:59:40,AUTOMOTIVE,-99.99
TXN-ERR-16,invalid-date-format,HOME,250.00
,2026-08-27 00:59:40,ELECTRONICS,100.50
TXN-ERR-18,invalid-date-format,AUTOMOTIVE,250.00
TXN-ERR-19,invalid-date-format,GROCERY,250.00
TXN-ERR-20,invalid-date-format,AUTOMOTIVE,250.00
TXN-ERR-21,2026-08-27 00:59:40,AUTOMOTIVE,-99.99
TXN-ERR-22,2026-08-27 00:59:40,GROCERY,-99.99
TXN-ERR-23,2026-08-27 00:59:40,GROCERY,-99.99
,2026-08-27 00:59:40,GROCERY,100.50
TXN-ERR-25,invalid-date-format,AUTOMOTIVE,250.00
,2026-08-27 00:59:40,AUTOMOTIVE,100.50
TXN-ERR-27,invalid-date-format,CLOTHING,250.00
,2026-08-27 00:59:40,CLOTHING,100.50
TXN-ERR-29,invalid-date-format,ELECTRONICS,250.00
,2026-08-27 00:59:40,AUTOMOTIVE,100.50
TXN-ERR-31,2026-08-27 00:59:40,GROCERY,-99.99
TXN-ERR-32,invalid-date-format,AUTOMOTIVE,250.00
TXN-ERR-33,invalid-date-format,GROCERY,250.00
,2026-08-27 00:59:40,CLOTHING,100.50
TXN-ERR-35,2026-08-27 00:59:40,ELECTRONICS,-99.99
TXN-ERR-36,2026-08-27 00:59:40,CLOTHING,-99.99
TXN-ERR-37,2026-08-27 00:59:40,CLOTHING,-99.99
TXN-ERR-38,2026-08-27 00:59:40
TXN-ERR-39,2026-08-27 00:59:40
,2026-08-27 00:59:40,CLOTHING,100.50
,2026-08-27 00:59:40,HOME,100.50
,2026-08-27 00:59:40,HOME,100.50
,2026-08-27 00:59:40,AUTOMOTIVE,100.50
TXN-ERR-44,2026-08-27 00:59:40
,2026-08-27 00:59:40,GROCERY,100.50
TXN-ERR-46,2026-08-27 00:59:40
TXN-ERR-47,2026-08-27 00:59:40
TXN-ERR-48,invalid-date-format,CLOTHING,250.00
TXN-ERR-49,2026-08-27 00:59:40,AUTOMOTIVE,-99.99
TXN-ERR-50,2026-08-27 00:59:40
